X,Y,yield
440697.173,5018865.159,154.8479
440699.673,5018865.159,148.26448
440697.173,5018862.659,166.39467
440699.673,5018862.659,159.28751
440702.173,5018862.659,154.35909
440704.673,5018862.659,149.97664
440694.673,5018860.159,180.47426
440697.173,5018860.159,176.34442
440699.673,5018860.159,171.46719
440702.173,5018860.159,169.06277
440704.673,5018860.159,167.79425
440707.173,5018860.159,168.92221
440694.673,5018857.659,187.77615
440697.173,5018857.659,183.94487
440699.673,5018857.659,182.06821
440702.173,5018857.659,182.84602
440704.673,5018857.659,185.43535
440707.173,5018857.659,187.37766
440709.673,5018857.659,188.66164
440694.673,5018855.159,190.18794
440697.173,5018855.159,189.50668
440699.673,5018855.159,189.97607
440702.173,5018855.159,193.54469
440704.673,5018855.159,196.7542
440707.173,5018855.159,198.80579
440709.673,5018855.159,198.29135
440712.173,5018855.159,196.21539
440692.173,5018852.659,191.78258
440694.673,5018852.659,193.55074
440697.173,5018852.659,193.72498
440699.673,5018852.659,195.33447
440702.173,5018852.659,199.77643
440704.673,5018852.659,203.60899
440707.173,5018852.659,205.64455
440709.673,5018852.659,205.2603
440712.173,5018852.659,203.16486
440714.673,5018852.659,200.82379
440717.173,5018852.659,199.85834
440692.173,5018850.159,194.07187
440694.673,5018850.159,196.31432
440697.173,5018850.159,197.22952
440699.673,5018850.159,198.72916
440702.173,5018850.159,202.69759
440704.673,5018850.159,206.0255
440707.173,5018850.159,210.36928
440709.673,5018850.159,209.80093
440712.173,5018850.159,207.47092
440714.673,5018850.159,205.56239
440717.173,5018850.159,202.69586
440719.673,5018850.159,200.90613
440692.173,5018847.659,193.63535
440694.673,5018847.659,196.99109
440697.173,5018847.659,199.42012
440699.673,5018847.659,200.88988
440702.173,5018847.659,203.95811
440704.673,5018847.659,207.43196
440707.173,5018847.659,209.49869
440709.673,5018847.659,212.3972
440712.173,5018847.659,212.47772
440714.673,5018847.659,209.68924
440717.173,5018847.659,206.51292
440719.673,5018847.659,203.55391
440722.173,5018847.659,201.62314
440689.673,5018845.159,187.83025
440692.173,5018845.159,193.09233
440694.673,5018845.159,197.54855
440697.173,5018845.159,200.63408
440699.673,5018845.159,202.79565
440702.173,5018845.159,205.55185
440704.673,5018845.159,208.14076
440707.173,5018845.159,210.09477
440709.673,5018845.159,211.93683
440712.173,5018845.159,212.74344
440714.673,5018845.159,210.8499
440717.173,5018845.159,208.43797
440719.673,5018845.159,205.38527
440722.173,5018845.159,202.73715
440689.673,5018842.659,188.84857
440692.173,5018842.659,193.86769
440694.673,5018842.659,198.28015
440697.173,5018842.659,201.88551
440699.673,5018842.659,205.10408
440702.173,5018842.659,207.16006
440704.673,5018842.659,207.64586
440707.173,5018842.659,209.71739
440709.673,5018842.659,211.03967
440712.173,5018842.659,211.06976
440714.673,5018842.659,210.08472
440717.173,5018842.659,208.43573
440719.673,5018842.659,205.1496
440722.173,5018842.659,201.94688
440724.673,5018842.659,198.96432
440689.673,5018840.159,189.7672
440692.173,5018840.159,194.56987
440694.673,5018840.159,198.92926
440697.173,5018840.159,203.88414
440699.673,5018840.159,207.29829
440702.173,5018840.159,209.11955
440704.673,5018840.159,208.65131
440707.173,5018840.159,208.87215
440709.673,5018840.159,209.77771
440712.173,5018840.159,209.20287
440714.673,5018840.159,208.42876
440717.173,5018840.159,206.71307
440719.673,5018840.159,203.20241
440722.173,5018840.159,199.22296
440724.673,5018840.159,195.30669
440727.173,5018840.159,191.11469
440687.173,5018837.659,185.28008
440689.673,5018837.659,189.5826
440692.173,5018837.659,195.72968
440694.673,5018837.659,199.91168
440697.173,5018837.659,204.98126
440699.673,5018837.659,209.48502
440702.173,5018837.659,211.57196
440704.673,5018837.659,210.60588
440707.173,5018837.659,209.13828
440709.673,5018837.659,207.84174
440712.173,5018837.659,206.13962
440714.673,5018837.659,206.81674
440717.173,5018837.659,204.86473
440719.673,5018837.659,201.31482
440722.173,5018837.659,196.68604
440724.673,5018837.659,191.66162
440727.173,5018837.659,186.21629
440729.673,5018837.659,180.53871
440687.173,5018835.159,187.41631
440689.673,5018835.159,191.78149
440692.173,5018835.159,193.93907
440694.673,5018835.159,198.46146
440697.173,5018835.159,203.71454
440699.673,5018835.159,209.66888
440702.173,5018835.159,213.26936
440704.673,5018835.159,213.30453
440707.173,5018835.159,210.8405
440709.673,5018835.159,208.43832
440712.173,5018835.159,205.2717
440714.673,5018835.159,204.85774
440717.173,5018835.159,204.48987
440719.673,5018835.159,201.52037
440722.173,5018835.159,196.1183
440724.673,5018835.159,189.55357
440727.173,5018835.159,182.27028
440729.673,5018835.159,175.31868
440687.173,5018832.659,186.65456
440689.673,5018832.659,187.16084
440692.173,5018832.659,188.70482
440694.673,5018832.659,193.09851
440697.173,5018832.659,199.15379
440699.673,5018832.659,206.71867
440702.173,5018832.659,212.39311
440704.673,5018832.659,214.2124
440707.173,5018832.659,212.72148
440709.673,5018832.659,209.69055
440712.173,5018832.659,207.30972
440714.673,5018832.659,206.67299
440717.173,5018832.659,206.53278
440719.673,5018832.659,204.03047
440722.173,5018832.659,198.25656
440724.673,5018832.659,189.9724
440727.173,5018832.659,180.05663
440729.673,5018832.659,170.92665
440732.173,5018832.659,164.98541
440684.673,5018830.159,182.68222
440687.173,5018830.159,181.67276
440689.673,5018830.159,180.85178
440692.173,5018830.159,181.83582
440694.673,5018830.159,185.61665
440697.173,5018830.159,192.48283
440699.673,5018830.159,200.16669
440702.173,5018830.159,206.98145
440704.673,5018830.159,210.56516
440707.173,5018830.159,211.22031
440709.673,5018830.159,210.25909
440712.173,5018830.159,209.20695
440714.673,5018830.159,209.41118
440717.173,5018830.159,210.18616
440719.673,5018830.159,208.59622
440722.173,5018830.159,202.82803
440724.673,5018830.159,193.01558
440727.173,5018830.159,180.50105
440729.673,5018830.159,168.62158
440732.173,5018830.159,160.36124
440734.673,5018830.159,156.47726
440684.673,5018827.659,178.29976
440687.173,5018827.659,176.43327
440689.673,5018827.659,174.9359
440692.173,5018827.659,175.90379
440694.673,5018827.659,179.32219
440697.173,5018827.659,185.0074
440699.673,5018827.659,191.77049
440702.173,5018827.659,197.92319
440704.673,5018827.659,202.57611
440707.173,5018827.659,205.68756
440709.673,5018827.659,207.75189
440712.173,5018827.659,209.24675
440714.673,5018827.659,211.30252
440717.173,5018827.659,213.58768
440719.673,5018827.659,213.60907
440722.173,5018827.659,208.88589
440724.673,5018827.659,198.43524
440727.173,5018827.659,184.11313
440729.673,5018827.659,169.58598
440732.173,5018827.659,158.19214
440734.673,5018827.659,151.7677
440737.173,5018827.659,151.47363
440684.673,5018825.159,172.83495
440687.173,5018825.159,171.65659
440689.673,5018825.159,170.57158
440692.173,5018825.159,171.42471
440694.673,5018825.159,173.86632
440697.173,5018825.159,177.51022
440699.673,5018825.159,182.02568
440702.173,5018825.159,186.8696
440704.673,5018825.159,192.03098
440707.173,5018825.159,197.27452
440709.673,5018825.159,202.29761
440712.173,5018825.159,206.70921
440714.673,5018825.159,211.00909
440717.173,5018825.159,215.09756
440719.673,5018825.159,216.9277
440722.173,5018825.159,213.97098
440724.673,5018825.159,204.25262
440727.173,5018825.159,189.83429
440729.673,5018825.159,174.18106
440732.173,5018825.159,160.38055
440734.673,5018825.159,151.1618
440737.173,5018825.159,148.51942
440682.173,5018822.659,170.50578
440684.673,5018822.659,167.80627
440687.173,5018822.659,167.56935
440689.673,5018822.659,167.5994
440692.173,5018822.659,168.01088
440694.673,5018822.659,168.8541
440697.173,5018822.659,169.76212
440699.673,5018822.659,171.49937
440702.173,5018822.659,174.93367
440704.673,5018822.659,180.42587
440707.173,5018822.659,187.50117
440709.673,5018822.659,194.86475
440712.173,5018822.659,201.66203
440714.673,5018822.659,208.0175
440717.173,5018822.659,213.61456
440719.673,5018822.659,217.20427
440722.173,5018822.659,216.19807
440724.673,5018822.659,208.54967
440727.173,5018822.659,195.93556
440729.673,5018822.659,181.01962
440732.173,5018822.659,166.30402
440734.673,5018822.659,154.59531
440737.173,5018822.659,148.84196
440739.673,5018822.659,148.69669
440682.173,5018820.159,165.98428
440684.673,5018820.159,165.42325
440687.173,5018820.159,163.6073
440689.673,5018820.159,163.8519
440692.173,5018820.159,164.11662
440694.673,5018820.159,163.72305
440697.173,5018820.159,162.07573
440699.673,5018820.159,161.49821
440702.173,5018820.159,163.56943
440704.673,5018820.159,169.03349
440707.173,5018820.159,177.21388
440709.673,5018820.159,186.15451
440712.173,5018820.159,194.59032
440714.673,5018820.159,202.55556
440717.173,5018820.159,209.40936
440719.673,5018820.159,214.27208
440722.173,5018820.159,215.29413
440724.673,5018820.159,210.78452
440727.173,5018820.159,201.38605
440729.673,5018820.159,188.84219
440732.173,5018820.159,174.84576
440734.673,5018820.159,161.71376
440737.173,5018820.159,152.72154
440739.673,5018820.159,150.0714
440682.173,5018817.659,161.40591
440684.673,5018817.659,160.30373
440687.173,5018817.659,160.64595
440689.673,5018817.659,160.58568
440692.173,5018817.659,161.09348
440694.673,5018817.659,160.00421
440697.173,5018817.659,156.72473
440699.673,5018817.659,154.23277
440702.173,5018817.659,154.73265
440704.673,5018817.659,159.28436
440707.173,5018817.659,167.39125
440709.673,5018817.659,176.77701
440712.173,5018817.659,185.91864
440714.673,5018817.659,194.76083
440717.173,5018817.659,202.63278
440719.673,5018817.659,208.50313
440722.173,5018817.659,211.39421
440724.673,5018817.659,210.16023
440727.173,5018817.659,204.60866
440729.673,5018817.659,195.61382
440732.173,5018817.659,184.22386
440734.673,5018817.659,172.01866
440737.173,5018817.659,162.23993
440739.673,5018817.659,159.20734
440742.173,5018817.659,161.9877
440679.673,5018815.159,161.35793
440682.173,5018815.159,158.93886
440684.673,5018815.159,157.15279
440687.173,5018815.159,157.41855
440689.673,5018815.159,158.79317
440692.173,5018815.159,159.51627
440694.673,5018815.159,158.85123
440697.173,5018815.159,155.77528
440699.673,5018815.159,151.65715
440702.173,5018815.159,150.35736
440704.673,5018815.159,152.98087
440707.173,5018815.159,159.5817
440709.673,5018815.159,168.07545
440712.173,5018815.159,176.81433
440714.673,5018815.159,185.6922
440717.173,5018815.159,194.07668
440719.673,5018815.159,200.73151
440722.173,5018815.159,205.14117
440724.673,5018815.159,206.71158
440727.173,5018815.159,204.72705
440729.673,5018815.159,199.57938
440732.173,5018815.159,191.3956
440734.673,5018815.159,181.2475
440737.173,5018815.159,172.80571
440739.673,5018815.159,171.91409
440742.173,5018815.159,175.8672
440679.673,5018812.659,158.46346
440682.173,5018812.659,156.57034
440684.673,5018812.659,155.7794
440687.173,5018812.659,157.45406
440689.673,5018812.659,158.82022
440692.173,5018812.659,159.537
440694.673,5018812.659,159.80937
440697.173,5018812.659,158.01764
440699.673,5018812.659,155.14624
440702.173,5018812.659,151.36899
440704.673,5018812.659,151.78065
440707.173,5018812.659,155.54799
440709.673,5018812.659,161.95253
440712.173,5018812.659,169.20262
440714.673,5018812.659,177.30659
440717.173,5018812.659,185.48396
440719.673,5018812.659,192.4471
440722.173,5018812.659,197.66891
440724.673,5018812.659,201.11847
440727.173,5018812.659,202.06815
440729.673,5018812.659,200.33134
440732.173,5018812.659,195.49147
440734.673,5018812.659,188.06952
440737.173,5018812.659,181.98647
440739.673,5018812.659,182.89957
440742.173,5018812.659,187.43295
440744.673,5018812.659,192.82196
440679.673,5018810.159,156.96725
440682.173,5018810.159,157.03691
440684.673,5018810.159,158.24449
440687.173,5018810.159,157.49533
440689.673,5018810.159,158.93102
440692.173,5018810.159,160.47314
440694.673,5018810.159,161.85428
440697.173,5018810.159,161.47165
440699.673,5018810.159,159.69781
440702.173,5018810.159,156.29324
440704.673,5018810.159,155.01646
440707.173,5018810.159,155.08797
440709.673,5018810.159,158.76579
440712.173,5018810.159,163.93217
440714.673,5018810.159,170.79788
440717.173,5018810.159,178.29117
440719.673,5018810.159,184.96611
440722.173,5018810.159,190.32112
440724.673,5018810.159,194.58327
440727.173,5018810.159,197.42558
440729.673,5018810.159,198.29953
440732.173,5018810.159,196.53468
440734.673,5018810.159,192.05893
440737.173,5018810.159,188.51247
440739.673,5018810.159,190.12294
440742.173,5018810.159,194.00545
440744.673,5018810.159,198.38051
440747.173,5018810.159,200.21027
440677.173,5018807.659,155.13757
440679.673,5018807.659,156.19765
440682.173,5018807.659,157.93005
440684.673,5018807.659,157.49492
440687.173,5018807.659,159.56837
440689.673,5018807.659,160.08005
440692.173,5018807.659,161.98022
440694.673,5018807.659,163.6741
440697.173,5018807.659,164.41098
440699.673,5018807.659,164.22588
440702.173,5018807.659,161.64146
440704.673,5018807.659,158.01401
440707.173,5018807.659,156.44075
440709.673,5018807.659,157.51819
440712.173,5018807.659,160.83858
440714.673,5018807.659,166.51526
440717.173,5018807.659,173.17479
440719.673,5018807.659,179.07707
440722.173,5018807.659,183.7787
440724.673,5018807.659,187.99828
440727.173,5018807.659,191.33504
440729.673,5018807.659,194.11813
440732.173,5018807.659,194.99362
440734.673,5018807.659,193.03113
440737.173,5018807.659,190.5014
440739.673,5018807.659,190.54478
440742.173,5018807.659,192.29684
440744.673,5018807.659,195.68002
440747.173,5018807.659,197.96574
440677.173,5018805.159,156.26398
440679.673,5018805.159,157.41061
440682.173,5018805.159,158.08372
440684.673,5018805.159,158.00002
440687.173,5018805.159,160.45538
440689.673,5018805.159,160.84315
440692.173,5018805.159,164.17517
440694.673,5018805.159,165.0656
440697.173,5018805.159,166.01772
440699.673,5018805.159,165.87486
440702.173,5018805.159,164.50519
440704.673,5018805.159,161.05243
440707.173,5018805.159,157.8311
440709.673,5018805.159,157.06444
440712.173,5018805.159,159.15187
440714.673,5018805.159,164.23495
440717.173,5018805.159,170.22365
440719.673,5018805.159,175.14009
440722.173,5018805.159,178.53902
440724.673,5018805.159,181.28876
440727.173,5018805.159,184.39055
440729.673,5018805.159,187.4574
440732.173,5018805.159,190.79202
440734.673,5018805.159,190.74258
440737.173,5018805.159,189.47531
440739.673,5018805.159,187.10315
440742.173,5018805.159,186.71539
440744.673,5018805.159,188.38586
440747.173,5018805.159,190.76538
440749.673,5018805.159,191.88074
440674.673,5018802.659,152.82718
440677.173,5018802.659,154.32396
440679.673,5018802.659,156.58961
440682.173,5018802.659,158.34955
440684.673,5018802.659,159.14502
440687.173,5018802.659,160.62376
440689.673,5018802.659,162.51828
440692.173,5018802.659,165.14423
440694.673,5018802.659,164.88992
440697.173,5018802.659,168.07278
440699.673,5018802.659,166.98312
440702.173,5018802.659,165.14462
440704.673,5018802.659,162.70836
440707.173,5018802.659,158.30809
440709.673,5018802.659,156.11208
440712.173,5018802.659,157.58218
440714.673,5018802.659,162.80431
440717.173,5018802.659,168.81514
440719.673,5018802.659,173.07497
440722.173,5018802.659,175.07057
440724.673,5018802.659,176.04099
440727.173,5018802.659,177.46346
440729.673,5018802.659,180.80495
440732.173,5018802.659,183.98724
440734.673,5018802.659,184.76524
440737.173,5018802.659,185.29567
440739.673,5018802.659,183.67267
440742.173,5018802.659,181.51562
440744.673,5018802.659,181.34613
440747.173,5018802.659,182.68008
440749.673,5018802.659,184.77177
440674.673,5018800.159,151.30209
440677.173,5018800.159,153.27127
440679.673,5018800.159,155.31261
440682.173,5018800.159,157.51381
440684.673,5018800.159,159.49942
440687.173,5018800.159,161.33434
440689.673,5018800.159,163.29375
440692.173,5018800.159,164.57913
440694.673,5018800.159,169.63652
440697.173,5018800.159,169.0047
440699.673,5018800.159,167.50404
440702.173,5018800.159,165.64674
440704.673,5018800.159,163.7934
440707.173,5018800.159,158.27197
440709.673,5018800.159,155.6042
440712.173,5018800.159,156.78665
440714.673,5018800.159,161.25937
440717.173,5018800.159,167.88051
440719.673,5018800.159,172.23642
440722.173,5018800.159,173.4458
440724.673,5018800.159,172.81393
440727.173,5018800.159,172.22726
440729.673,5018800.159,173.72975
440732.173,5018800.159,177.80388
440734.673,5018800.159,180.25536
440737.173,5018800.159,180.98038
440739.673,5018800.159,179.44897
440742.173,5018800.159,175.39778
440744.673,5018800.159,173.05659
440747.173,5018800.159,173.61557
440749.673,5018800.159,175.33264
440752.173,5018800.159,175.68666
440674.673,5018797.659,151.49956
440677.173,5018797.659,153.82742
440679.673,5018797.659,156.46161
440682.173,5018797.659,159.0529
440684.673,5018797.659,160.89758
440687.173,5018797.659,161.8848
440689.673,5018797.659,162.16507
440692.173,5018797.659,164.3038
440694.673,5018797.659,169.11981
440697.173,5018797.659,172.50905
440699.673,5018797.659,173.59833
440702.173,5018797.659,170.4216
440704.673,5018797.659,164.46091
440707.173,5018797.659,157.72926
440709.673,5018797.659,153.9883
440712.173,5018797.659,153.79367
440714.673,5018797.659,158.90538
440717.173,5018797.659,166.30128
440719.673,5018797.659,168.26059
440722.173,5018797.659,173.24728
440724.673,5018797.659,169.80978
440727.173,5018797.659,169.85106
440729.673,5018797.659,169.29977
440732.173,5018797.659,171.45273
440734.673,5018797.659,174.84973
440737.173,5018797.659,176.25288
440739.673,5018797.659,175.16977
440742.173,5018797.659,170.86952
440744.673,5018797.659,166.50806
440747.173,5018797.659,164.68768
440749.673,5018797.659,164.46202
440752.173,5018797.659,164.40276
440672.173,5018795.159,150.61432
440674.673,5018795.159,152.75317
440677.173,5018795.159,155.79744
440679.673,5018795.159,157.85352
440682.173,5018795.159,160.8792
440684.673,5018795.159,163.18022
440687.173,5018795.159,163.26657
440689.673,5018795.159,162.51926
440692.173,5018795.159,164.1499
440694.673,5018795.159,167.77623
440697.173,5018795.159,170.24878
440699.673,5018795.159,171.62155
440702.173,5018795.159,169.7845
440704.673,5018795.159,164.34598
440707.173,5018795.159,157.31885
440709.673,5018795.159,151.42097
440712.173,5018795.159,150.21234
440714.673,5018795.159,154.92023
440717.173,5018795.159,162.87183
440719.673,5018795.159,165.79967
440722.173,5018795.159,166.23065
440724.673,5018795.159,172.86777
440727.173,5018795.159,170.39009
440729.673,5018795.159,168.34372
440732.173,5018795.159,168.41779
440734.673,5018795.159,170.08621
440737.173,5018795.159,171.82201
440739.673,5018795.159,171.40591
440742.173,5018795.159,167.70296
440744.673,5018795.159,162.55334
440747.173,5018795.159,158.45862
440749.673,5018795.159,155.74704
440752.173,5018795.159,154.28139
440754.673,5018795.159,152.81819
440672.173,5018792.659,150.72791
440674.673,5018792.659,152.89922
440677.173,5018792.659,154.84299
440679.673,5018792.659,157.56752
440682.173,5018792.659,161.94226
440684.673,5018792.659,163.28928
440687.173,5018792.659,163.93225
440689.673,5018792.659,163.19019
440692.173,5018792.659,163.82336
440694.673,5018792.659,165.80054
440697.173,5018792.659,168.0526
440699.673,5018792.659,167.78581
440702.173,5018792.659,165.59381
440704.673,5018792.659,161.78317
440707.173,5018792.659,155.69574
440709.673,5018792.659,149.79581
440712.173,5018792.659,146.37334
440714.673,5018792.659,149.43283
440717.173,5018792.659,156.92317
440719.673,5018792.659,164.38
440722.173,5018792.659,170.88213
440724.673,5018792.659,173.14488
440727.173,5018792.659,164.11084
440729.673,5018792.659,170.03421
440732.173,5018792.659,168.56837
440734.673,5018792.659,168.10695
440737.173,5018792.659,168.53735
440739.673,5018792.659,168.74019
440742.173,5018792.659,166.65456
440744.673,5018792.659,162.22067
440747.173,5018792.659,157.04773
440749.673,5018792.659,152.03305
440752.173,5018792.659,148.41747
440754.673,5018792.659,146.25423
440672.173,5018790.159,147.30905
440674.673,5018790.159,148.83078
440677.173,5018790.159,152.80661
440679.673,5018790.159,153.28395
440682.173,5018790.159,158.96953
440684.673,5018790.159,160.91862
440687.173,5018790.159,161.37682
440689.673,5018790.159,161.67097
440692.173,5018790.159,161.95551
440694.673,5018790.159,162.81108
440697.173,5018790.159,164.09283
440699.673,5018790.159,164.45071
440702.173,5018790.159,163.04001
440704.673,5018790.159,158.93324
440707.173,5018790.159,153.11725
440709.673,5018790.159,148.20338
440712.173,5018790.159,142.42662
440714.673,5018790.159,143.44499
440717.173,5018790.159,149.50816
440719.673,5018790.159,157.73363
440722.173,5018790.159,165.73711
440724.673,5018790.159,171.08484
440727.173,5018790.159,161.61932
440729.673,5018790.159,172.2171
440732.173,5018790.159,170.2977
440734.673,5018790.159,167.99521
440737.173,5018790.159,166.68587
440739.673,5018790.159,166.76498
440742.173,5018790.159,166.41763
440744.673,5018790.159,163.82841
440747.173,5018790.159,159.12428
440749.673,5018790.159,152.93378
440752.173,5018790.159,147.22668
440754.673,5018790.159,143.49565
440757.173,5018790.159,141.06303
440669.673,5018787.659,140.72821
440672.173,5018787.659,140.35684
440674.673,5018787.659,141.94412
440677.173,5018787.659,145.26151
440679.673,5018787.659,149.54492
440682.173,5018787.659,151.84413
440684.673,5018787.659,154.29965
440687.173,5018787.659,156.1488
440689.673,5018787.659,145.66745
440692.173,5018787.659,158.01314
440694.673,5018787.659,158.66898
440697.173,5018787.659,159.68082
440699.673,5018787.659,159.92941
440702.173,5018787.659,158.78802
440704.673,5018787.659,155.65732
440707.173,5018787.659,150.53183
440709.673,5018787.659,144.47289
440712.173,5018787.659,139.62698
440714.673,5018787.659,139.16957
440717.173,5018787.659,142.81033
440719.673,5018787.659,150.06516
440722.173,5018787.659,158.82085
440724.673,5018787.659,166.70801
440727.173,5018787.659,171.42224
440729.673,5018787.659,172.96713
440732.173,5018787.659,171.54123
440734.673,5018787.659,168.14673
440737.173,5018787.659,165.16602
440739.673,5018787.659,164.46313
440742.173,5018787.659,165.17067
440744.673,5018787.659,164.66551
440747.173,5018787.659,161.59642
440749.673,5018787.659,155.73067
440752.173,5018787.659,148.73206
440754.673,5018787.659,143.08812
440757.173,5018787.659,139.19627
440759.673,5018787.659,136.99707
440669.673,5018785.159,131.30772
440672.173,5018785.159,132.45634
440674.673,5018785.159,134.61093
440677.173,5018785.159,138.02365
440679.673,5018785.159,140.48318
440682.173,5018785.159,137.70897
440684.673,5018785.159,147.14598
440687.173,5018785.159,142.68495
440689.673,5018785.159,151.93108
440692.173,5018785.159,152.7861
440694.673,5018785.159,153.78503
440697.173,5018785.159,155.25977
440699.673,5018785.159,156.01976
440702.173,5018785.159,155.55414
440704.673,5018785.159,153.25854
440707.173,5018785.159,149.00652
440709.673,5018785.159,143.54759
440712.173,5018785.159,138.19756
440714.673,5018785.159,135.46086
440717.173,5018785.159,137.4185
440719.673,5018785.159,143.60497
440722.173,5018785.159,151.94382
440724.673,5018785.159,161.19339
440727.173,5018785.159,168.11443
440729.673,5018785.159,171.59605
440732.173,5018785.159,171.01799
440734.673,5018785.159,167.22652
440737.173,5018785.159,162.91005
440739.673,5018785.159,160.96516
440742.173,5018785.159,161.66457
440744.673,5018785.159,162.63675
440747.173,5018785.159,161.55881
440749.673,5018785.159,156.96133
440752.173,5018785.159,149.78838
440754.673,5018785.159,142.80807
440757.173,5018785.159,137.53549
440759.673,5018785.159,133.90996
440669.673,5018782.659,121.57699
440672.173,5018782.659,123.34653
440674.673,5018782.659,125.82919
440677.173,5018782.659,128.55049
440679.673,5018782.659,131.36327
440682.173,5018782.659,135.84573
440684.673,5018782.659,137.25168
440687.173,5018782.659,143.70634
440689.673,5018782.659,145.94144
440692.173,5018782.659,146.98878
440694.673,5018782.659,148.47896
440697.173,5018782.659,150.6682
440699.673,5018782.659,152.27098
440702.173,5018782.659,152.87494
440704.673,5018782.659,151.80228
440707.173,5018782.659,148.65572
440709.673,5018782.659,143.92926
440712.173,5018782.659,138.53671
440714.673,5018782.659,134.59464
440717.173,5018782.659,134.3432
440719.673,5018782.659,138.59216
440722.173,5018782.659,146.60869
440724.673,5018782.659,155.80032
440727.173,5018782.659,163.36777
440729.673,5018782.659,167.85677
440732.173,5018782.659,168.11401
440734.673,5018782.659,164.55241
440737.173,5018782.659,159.60156
440739.673,5018782.659,156.27644
440742.173,5018782.659,156.03889
440744.673,5018782.659,157.48918
440747.173,5018782.659,158.17839
440749.673,5018782.659,155.59425
440752.173,5018782.659,149.33435
440754.673,5018782.659,142.07907
440757.173,5018782.659,135.81554
440759.673,5018782.659,131.1498
440762.173,5018782.659,128.49358
440667.173,5018780.159,112.58074
440669.673,5018780.159,113.12423
440672.173,5018780.159,114.88465
440674.673,5018780.159,117.21145
440677.173,5018780.159,119.60947
440679.673,5018780.159,123.23972
440682.173,5018780.159,128.35324
440684.673,5018780.159,133.54262
440687.173,5018780.159,137.38507
440689.673,5018780.159,139.68819
440692.173,5018780.159,140.95724
440694.673,5018780.159,142.83656
440697.173,5018780.159,145.52379
440699.673,5018780.159,147.82747
440702.173,5018780.159,149.46681
440704.673,5018780.159,149.88754
440707.173,5018780.159,148.34546
440709.673,5018780.159,144.86122
440712.173,5018780.159,139.99959
440714.673,5018780.159,135.564
440717.173,5018780.159,133.99294
440719.673,5018780.159,136.7818
440722.173,5018780.159,143.35355
440724.673,5018780.159,151.16066
440727.173,5018780.159,157.72055
440729.673,5018780.159,161.85095
440732.173,5018780.159,162.53862
440734.673,5018780.159,159.80725
440737.173,5018780.159,155.25851
440739.673,5018780.159,151.23894
440742.173,5018780.159,149.83751
440744.673,5018780.159,151.03021
440747.173,5018780.159,152.99419
440749.673,5018780.159,152.57407
440752.173,5018780.159,148.09166
440754.673,5018780.159,141.31094
440757.173,5018780.159,134.56499
440759.673,5018780.159,129.38344
440762.173,5018780.159,127.48371
440667.173,5018777.659,106.94291
440669.673,5018777.659,107.33105
440672.173,5018777.659,109.48965
